洋湖西 江山帝景 清水毛坯三居室,江山帝景哈佛 -含浦,3室2厅 | 97.26平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,12人关注 / 一年前发布,104,"10,693元/平"
明发国际改善型四房二卫出售  房清水毛坯,明发阅江悦府 -金星北,3室1厅 | 118平米 | 东南 | 毛坯 | 中楼层(共34层) | 2016年建 | 塔楼,15人关注 / 11个月以前发布,103.8,"8,797元/平"
经典通透户型，自住精装修，业主出售诚意满满随时看房,卓越蔚蓝海岸二期 -市政府,3室1厅 | 126平米 | 南 北 | 精装 | 18层 | 2009年建 | 板塔结合,1人关注 / 1个月以前发布,175,"13,889元/平"
近地铁，好楼层，诚心卖，采光好，随时可看。,麓山名园 -金星中路,3室2厅 | 95.87平米 | 南 北 | 简装 | 中楼层(共7层) | 2004年建 | 板楼,2人关注 / 1个月以前发布,89,"9,284元/平"
芙蓉中路，华创国际，枫林小区单位房，楼层好，精三房,枫林小区(开福) -伍家岭,3室2厅 | 114.75平米 | 南 | 精装 | 中楼层(共7层) | 1995年建 | 板楼,17人关注 / 一年前发布,95,"8,279元/平"
树木岭 龙瑞尚苑 居家装修电梯大三房 采光充足 不临街,龙瑞尚苑 -树木岭,3室1厅 | 129.76平米 | 南 | 毛坯 | 低楼层(共17层) | 2012年建 | 塔楼,51人关注 / 一年前发布,108,"8,324元/平"
人车分流小区 品质物业管理 视野开阔 诚心出售,钱隆世家 -金霞,2室2厅 | 80.15平米 | 南 北 | 简装 | 中楼层(共33层) | 2016年建 | 板塔结合,7人关注 / 8个月以前发布,73,"9,108元/平"
国土局单位房标准二室不靠马路拎包入住。 不是顶层,德泽苑 -暮云,2室2厅 | 87.33平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,2人关注 / 4个月以前发布,68,"7,787元/平"
一线江景 三房两卫三阳台 自住精装 明厨明卫 诚心出售,世纪城融江苑 -湘江世纪城,3室2厅 | 118.73平米 | 北 南 | 简装 | 低楼层(共33层) | 2010年建 | 板楼,2人关注 / 2个月以前发布,139.8,"11,775元/平"
麓谷高新区4房，中间楼层不临街，地铁6号线地铁口,保利麓谷林语F区 -麓谷西,4室2厅 | 135.24平米 | 南 北 | 简装 | 低楼层(共32层) | 2013年建 | 板塔结合,8人关注 / 5个月以前发布,158,"11,683元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
盛隆佳园 清水毛坯 周正四房 业主诚心出售,盛隆佳园 -汽车东站,4室2厅 | 140.27平米 | 南 | 毛坯 | 中楼层(共18层) | 2016年建 | 板楼,1人关注 / 1个月以前发布,145,"10,338元/平"
次新小区，居家精装修，南北通风的格局,芙蓉万国城MOMA -汽车东站,4室2厅 | 121.73平米 | 南 | 精装 | 中楼层(共33层) | 2015年建 | 板塔结合,15人关注 / 4个月以前发布,147,"12,076元/平"
奥克斯缔壹城 新出在售毛坯房 正规小三房,奥克斯缔壹城 -雷锋大道,3室2厅 | 91.29平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,1人关注 / 1个月以前发布,99.3,"10,878元/平"
金星北 地铁口 时代倾城精装大三房 看房方便 诚心出售,时代倾城 -金星北,3室2厅 | 116.99平米 | 南 北 | 精装 | 中楼层(共35层) | 2015年建 | 板塔结合,25人关注 / 9个月以前发布,115,"9,830元/平"
店长推荐：紫郡毛坯五房，业主诚心出售。,润和紫郡 -金星北,5室2厅 | 135.6平米 | 南 | 毛坯 | 中楼层(共33层) | 2016年建 | 塔楼,0人关注 / 2个月以前发布,134,"9,883元/平"
大3房，房子很诚心出售自住精装房，带车库满五唯一,天赐良园 -武广新城,3室2厅 | 128.62平米 | 南 | 精装 | 中楼层(共17层) | 2010年建 | 板塔结合,12人关注 / 6个月以前发布,125,"9,719元/平"
月亮岛片区 地铁口小高层 中楼层  精装小三房,勤诚达新界 -金星北,3室2厅 | 88.27平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,5人关注 / 6个月以前发布,93.8,"10,627元/平"
珠江东方明珠 3室2厅 南,珠江东方明珠 -金星北,3室2厅 | 116.3平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 14天以前发布,81.8,"7,034元/平"
急售 满五唯一 证在手 正规2房 通风好 密码锁,圣力华苑 -泉塘,2室2厅 | 87.99平米 | 南 | 简装 | 高楼层(共32层) | 2009年建 | 塔楼,7人关注 / 10个月以前发布,48.8,"5,547元/平"
一梯两户 南北通风采光好 步梯中层 临地铁 涂家冲站,白沙花园 -金盆岭,3室2厅 | 115.51平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,18人关注 / 一年前发布,85,"7,359元/平"
体育新城，盛世华章，4房，中间位置，居家装修,嘉宇盛世华章 -武广新城,4室2厅 | 174平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,1人关注 / 2个月以前发布,198,"11,380元/平"
次新小区，正规四房二厅二卫，有二个阳台，清水毛坯,北辰中央公园 -省政府,4室2厅 | 121.99平米 | 南 | 毛坯 | 中楼层(共16层) | 2014年建 | 板塔结合,3人关注 / 4个月以前发布,142.8,"11,706元/平"
中间楼层 钥匙在手 有加健20平 户型周正,邮电新村 -火车站,3室2厅 | 69.35平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,6人关注 / 4个月以前发布,51.8,"7,470元/平"
滨江精装三房 满五唯一省个税 江景房,世茂外滩里 -滨江新城,3室2厅 | 102.81平米 | 南 | 精装 | 高楼层(共34层) | 2016年建 | 板塔结合,2人关注 / 3个月以前发布,208.8,"20,310元/平"
满五  看小区园林景观   视野开阔  拎包入住,橡树湾小区 -含浦,2室2厅 | 75.76平米 | 东 | 精装 | 中楼层(共34层) | 2014年建 | 板塔结合,3人关注 / 4个月以前发布,83.8,"11,062元/平"
乾源国际广场 3室2厅 南,乾源国际广场 -金星北,3室2厅 | 93.44平米 | 南 | 毛坯 | 中楼层(共31层)  | 板楼,15人关注 / 10个月以前发布,83,"8,883元/平"
雨花亭商圈 户型楼层都很好 业主居家精装,云鼎公馆 -雨花亭,2室1厅 | 64.45平米 | 南 北 | 精装 | 高楼层(共32层) | 2012年建 | 板塔结合,1人关注 / 1个月以前发布,69.8,"10,831元/平"
麓谷西正地铁口 精装三房两卫 视野好 红本在手,保利麓谷林语E区 -麓谷西,3室1厅 | 109.67平米 | 南 北 | 精装 | 高楼层(共33层) | 2013年建 | 板楼,5人关注 / 2个月以前发布,128,"11,672元/平"
"户型周正，双阳台，采光视野好,地铁在楼下",北辰三角洲凤凰公元 -北辰三角洲,3室2厅 | 119.88平米 | 东南 | 精装 | 低楼层(共37层)  | 塔楼,2人关注 / 3个月以前发布,190,"15,850元/平"
汽车南站鄱阳小区精装小三房，业主诚心出售,鄱阳小区 -汽车南站,3室2厅 | 90.15平米 | 南 北 | 精装 | 高楼层(共7层) | 2010年建 | 板楼,39人关注 / 5个月以前发布,56.8,"6,301元/平"
置换交易房源，不需要购房资格，但是需要有房在售,中冶中央公园 -东方红,3室2厅 | 106.65平米 | 南 | 毛坯 | 中楼层(共17层) | 2018年建 | 板塔结合,21人关注 / 4个月以前发布,125,"11,721元/平"
打破历史价格 单价1.3万大两房 天健壹平方英里 随时看,天健壹平方英里 -伍家岭,2室2厅 | 106.04平米 | 南 | 简装 | 低楼层(共33层) | 2013年建 | 板楼,8人关注 / 5个月以前发布,131,"12,354元/平"
华润精装三房 9成新 自住装修 带露台,橡树湾小区 -含浦,3室2厅 | 95.24平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,5人关注 / 11个月以前发布,102,"10,710元/平"
此房户型朝南，满五唯一，居家装修，业主诚心出售,第一湾 -四方坪,3室2厅 | 124平米 | 南 北 | 简装 | 低楼层(共33层) | 2012年建 | 板塔结合,8人关注 / 5个月以前发布,140,"11,291元/平"
"南北朝向的大三房。价格美丽,另外有1个车位可以卖",金富星城 -金星北,3室2厅 | 110.44平米 | 南 北 | 精装 | 低楼层(共32层)  | 暂无数据,11人关注 / 一年前发布,79,"7,154元/平"
俯瞰洋湖三房，好楼层，视野好，诚心出售,橡树湾小区 -含浦,3室2厅 | 93.41平米 | 南 | 毛坯 | 中楼层(共34层) | 2014年建 | 板塔结合,13人关注 / 6个月以前发布,97.8,"10,470元/平"
长潭佳园，楼层好，户型好，诚心出售,长潭佳园 -跳马,2室2厅 | 88.23平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,2人关注 / 一年前发布,38,"4,307元/平"
德思勤商圈，配套成熟，经典两房，房东诚心出售.,嘉福长安郡 -德思勤,2室2厅 | 78.56平米 | 南 | 简装 | 高楼层(共18层) | 2012年建 | 板塔结合,0人关注 / 2个月以前发布,69,"8,784元/平"
麓山名园 2室1厅 南,麓山名园 -金星中路,2室1厅 | 67.89平米 | 南 | 精装 | 低楼层(共6层) | 2005年建 | 板楼,0人关注 / 1个月以前发布,70.8,"10,429元/平"
金星北地铁口毛坯三房，稀罕户型。,勤诚达新界 -金星北,3室2厅 | 92.88平米 | 东南 | 毛坯 | 高楼层(共18层)  | 板楼,28人关注 / 一年前发布,83.5,"8,991元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
满五唯一，诚意出售，配套设施齐全，交通便利,时代倾城 -金星北,4室2厅 | 115.78平米 | 东南 | 其他 | 低楼层(共34层)  | 板塔结合,17人关注 / 11个月以前发布,126,"10,883元/平"
银盆岭 湘雅附三 中间楼层 有车位 南北通 次新小区,兰亭都荟 -桐梓坡,3室2厅 | 90.65平米 | 南 | 简装 | 中楼层(共32层) | 2014年建 | 板塔结合,12人关注 / 9个月以前发布,125,"13,790元/平"
滨江板块电梯房 户型 采光好 交通便利，精装,谷山乐园三期 -观沙岭,3室2厅 | 87.55平米 | 东南 | 精装 | 高楼层(共25层)  | 板塔结合,3人关注 / 15天以前发布,69.8,"7,973元/平"
店长推荐 没有公摊 户型通透 带车位 方便看房,润和又一城 -金星北,3室2厅 | 126.91平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,118,"9,298元/平"
湘江新区，尖山湖畔金地亚三居带车位，中秧空调带地暖,金地亚 -望城区,4室2厅 | 134.37平米 | 南 北 | 精装 | 中楼层(共32层) | 2015年建 | 板塔结合,1人关注 / 2个月以前发布,110,"8,187元/平"
世界之窗，近公园，适合宜居价格不贵,银盘鑫城 -月湖,2室1厅 | 84.42平米 | 南 | 精装 | 中楼层(共18层) | 2011年建 | 板塔结合,10人关注 / 3个月以前发布,59.7,"7,072元/平"
居家精装 砂子塘 雅境  南北通透大四房 随时看房,五矿万境水岸二期 -喜盈门,4室2厅 | 127.83平米 | 南 北 | 简装 | 中楼层(共32层) | 2015年建 | 板楼,6人关注 / 9个月以前发布,216,"16,898元/平"
此房满五唯一 ，户型通透，方便陪读,阳光城尚东湾（学园区） -武广新城,3室2厅 | 131.61平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 4个月以前发布,135.6,"10,304元/平"
地铁口 满五 拎包入住 房东诚心出售..,百纳公寓 -马王堆,3室2厅 | 113.27平米 | 南 北 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,1人关注 / 2个月以前发布,143.8,"12,696元/平"
配套设施齐全，交通方便，采光好,天峰名苑 -河西步步高,3室2厅 | 136.54平米 | 南 北 | 精装 | 中楼层(共11层) | 2006年建 | 板楼,0人关注 / 2个月以前发布,125,"9,155元/平"
东业上城 次新小区 视野好 楼层好 通透小三房毛坯,东业上城嘉苑 -汽车东站,3室1厅 | 107.85平米 | 南 北 | 毛坯 | 中楼层(共27层) | 2015年建 | 板塔结合,1人关注 / 3个月以前发布,98,"9,087元/平"
40平花园 带全明地下室 复式洋房,澳海澜庭月亮湾 -金星北,3室2厅 | 82.32平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,14人关注 / 5个月以前发布,139.9,"16,995元/平"
满五唯一。地铁口、原山苑精装4房高得房 自带山体公园,维一星城原山苑 -广电,4室2厅 | 95.37平米 | 南 | 精装 | 中楼层(共21层) | 2013年建 | 板塔结合,79人关注 / 一年前发布,111,"11,639元/平"
时代倾城两房，满五唯一，好房不等人,时代倾城 -金星北,2室1厅 | 87.1平米 | 南 | 精装 | 中楼层(共35层)  | 板塔结合,9人关注 / 9个月以前发布,82,"9,415元/平"
诚心出售，位置好，交通方便，大两房，南 北  通 透,洪山家园 -福元西路,2室2厅 | 96.36平米 | 南 | 简装 | 高楼层(共9层) | 2008年建 | 塔楼,12人关注 / 一年前发布,65.8,"6,829元/平"
是洋房小区为数不多的一个户型。业主诚心出售看房方便,融科东南海 -树木岭,4室2厅 | 139平米 | 南 | 其他 | 中楼层(共5层) | 2016年建 | 暂无数据,7人关注 / 4个月以前发布,298,"21,439元/平"
青园 星语林名园 电梯房 大四房 南北朝向 采光好,星语林名园 -铁道学院,4室2厅 | 150.77平米 | 南 北 | 精装 | 中楼层(共16层) | 2007年建 | 板塔结合,3人关注 / 6个月以前发布,118,"7,827元/平"
恒大绿洲 周正四房 带全套家具电器,恒大绿洲 -武广新城,4室2厅 | 154.05平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,217,"14,087元/平"
户型周正，楼层不错，采光不错，交通便利,圣力华苑 -泉塘,3室2厅 | 68.85平米 | 南 | 简装 | 中楼层(共32层)  | 塔楼,1人关注 / 3个月以前发布,39,"5,665元/平"
南边苑稀有2梯2户2房出售 带入户 带清水塘 北雅 急售,世纪城揽江苑 -湘江世纪城,2室2厅 | 93.45平米 | 南 | 简装 | 低楼层(共28层) | 2010年建 | 板楼,1人关注 / 2个月以前发布,112,"11,986元/平"
雨花亭 都砂子塘 3条地铁线 单位3房 带30平独立院子,工业机械 -雨花亭,3室1厅 | 68.46平米 | 南 北 | 简装 | 低楼层(共6层) | 2001年建 | 板楼,1人关注 / 1个月以前发布,58.5,"8,546元/平"
橡树湾 中间楼层 业主诚意急售 有钥匙,橡树湾小区 -含浦,3室2厅 | 111.27平米 | 南 | 其他 | 中楼层(共34层) | 2015年建 | 塔楼,0人关注 / 1个月以前发布,120,"10,785元/平"
金地自在城精装小三房，7字头，满五唯一，可看房,金地自在城 -望城区,3室2厅 | 91.38平米 | 南 | 简装 | 低楼层(共31层)  | 板塔结合,0人关注 / 3个月以前发布,65,"7,114元/平"
南北双阳台， 中间楼层，地铁口，清水毛坯，满五唯一,中建芙蓉嘉苑 -省政府,3室1厅 | 95.85平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,26人关注 / 一年前发布,118,"12,311元/平"
小区环境好，楼间距高，天心区品质高的楼盘之一,鑫远尚玺苑二期 -省政府,4室2厅 | 138.54平米 | 南 北 | 毛坯 | 中楼层(共14层) | 2016年建 | 板塔结合,4人关注 / 2个月以前发布,205,"14,798元/平"
珠江东方明珠三期 户型周正 诚心出售,珠江东方明珠 -金星北,4室2厅 | 133.11平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 2个月以前发布,115,"8,640元/平"
精装大三居，中高楼层，采光视野好，6号线正地铁口,保利麓谷林语B区 -麓谷西,3室2厅 | 123.21平米 | 南 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,2人关注 / 1个月以前发布,153,"12,418元/平"
精装满五唯一 南北三房 没有怎么住过,保利花园三期 -省政府,3室1厅 | 98.44平米 | 南 北 | 简装 | 中楼层(共16层) | 2011年建 | 板楼,267人关注 / 一年前发布,115,"11,683元/平"
北辰正规四房 毛坯价格 诚心出售 满五唯一,北辰三角洲奥城D3区 -北辰三角洲,4室2厅 | 135.39平米 | 东南 | 简装 | 低楼层(共33层) | 2013年建 | 板塔结合,8人关注 / 一年前发布,230,"16,988元/平"
勤诚达新界  毛坯三房 户型周正 采光好  朝南,勤诚达新界 -金星北,3室2厅 | 95.69平米 | 南 | 毛坯 | 高楼层(共31层) | 2014年建 | 板楼,9人关注 / 7个月以前发布,82,"8,570元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
精装大三居，中高楼层，采光视野好，6号线正地铁口,保利麓谷林语B区 -麓谷西,3室2厅 | 123.21平米 | 南 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,2人关注 / 1个月以前发布,153,"12,418元/平"
银盆岭 湘雅附三 中间楼层 有车位 南北通 次新小区,兰亭都荟 -桐梓坡,3室2厅 | 90.65平米 | 南 | 简装 | 中楼层(共32层) | 2014年建 | 板塔结合,12人关注 / 9个月以前发布,125,"13,790元/平"
满五唯一，诚意出售，配套设施齐全，交通便利,时代倾城 -金星北,4室2厅 | 115.78平米 | 东南 | 其他 | 低楼层(共34层)  | 板塔结合,17人关注 / 11个月以前发布,126,"10,883元/平"
青园 星语林名园 电梯房 大四房 南北朝向 采光好,星语林名园 -铁道学院,4室2厅 | 150.77平米 | 南 北 | 精装 | 中楼层(共16层) | 2007年建 | 板塔结合,3人关注 / 6个月以前发布,118,"7,827元/平"
南北双阳台， 中间楼层，地铁口，清水毛坯，满五唯一,中建芙蓉嘉苑 -省政府,3室1厅 | 95.85平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,26人关注 / 一年前发布,118,"12,311元/平"
价格可谈 五矿紫湖香醍 毛柸三房 中上楼层 带储物间,五矿紫湖香醍 -暮云,3室2厅 | 89.31平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,6人关注 / 4个月以前发布,72.8,"8,152元/平"
地理位置优越，精装修，户型周正,啤酒厂小区 -金星中路,3室2厅 | 106.82平米 | 南 | 简装 | 高楼层(共7层) | 1983年建 | 板楼,4人关注 / 11个月以前发布,69.8,"6,535元/平"
